# generation,9
# best_fitness,54.0
0.15108445,0.17667794,-0.45381382,-0.58906865,-0.24643612,0.059282094,-0.15991876,0.27880213,0.48160756
0.29178962,0.2727103,-0.37153247,-0.5434478,0.0633153,-0.08872062,-0.13517922,0.30509287,-0.21403012
0.18587959,0.34901962,-0.18173185,-0.51238793,-0.3110485,-0.090690166,-0.6260729,-0.13178244,-0.052529305
0.48302633,0.2727103,-0.37153247,-0.50259423,0.0633153,0.0077228546,-0.13517922,0.6504253,0.0014489591
0.18587959,0.34901962,-0.18173185,-0.51238793,-0.18497288,-0.090690166,-0.6260729,-0.015527457,-0.052529305
0.18587959,0.34901962,-0.18173185,-0.51238793,-0.42260122,-0.090690166,-0.49732298,-0.12768784,-0.052529305
0.15108445,0.13051763,-0.31382936,-0.58906865,-0.24643612,0.010782808,-0.13517922,0.27880213,0.48160756
0.18587959,0.34901962,-0.18173185,-0.70260525,-0.18497288,-0.090690166,-0.49732298,-0.095543265,-0.052529305
0.18587959,0.34901962,-0.18173185,-0.70260525,-0.18497288,-0.090690166,-0.49732298,-0.095543265,-0.052529305
0.29178962,0.2727103,-0.42697528,-0.58906865,0.0633153,-0.08872062,-0.13517922,0.30509287,-0.3062832
0.29178962,0.42755768,-0.37153247,-0.58906865,0.29966044,-0.08872062,-0.32172635,0.09141165,-0.21403012
0.15108445,0.24723232,-0.31382936,-0.58906865,-0.24643612,0.010782808,-0.34274176,0.27880213,0.3950491
0.15108445,0.17667794,-0.45381382,-0.5961423,-0.24643612,0.010782808,-0.13517922,0.27880213,0.48160756
0.29178962,0.2727103,-0.37153247,-0.5434478,0.0633153,-0.08872062,-0.13517922,0.30509287,-0.21403012
0.1745717,0.34901962,-0.18173185,-0.51238793,-0.3110485,-0.090690166,-0.6260729,-0.015527457,-0.052529305
0.48302633,0.2727103,-0.37153247,-0.50259423,0.0633153,0.0077228546,-0.13517922,0.46319342,-0.095079005
0.18587959,0.34901962,-0.18173185,-0.51238793,-0.18497288,-0.090690166,-0.7540932,-0.015527457,-0.052529305
0.18587959,0.34901962,-0.18173185,-0.51238793,-0.42260122,-0.090690166,-0.49732298,-0.12768784,-0.052529305
0.15108445,0.13051763,-0.31382936,-0.58906865,-0.24643612,0.010782808,-0.13517922,0.27880213,0.48160756
0.18587959,0.34901962,-0.013577074,-0.70260525,-0.18497288,-0.090690166,-0.49732298,-0.095543265,-0.052529305
0.18587959,0.34901962,-0.18173185,-0.70260525,-0.18497288,0.07520425,-0.49732298,-0.095543265,-0.052529305
0.29178962,0.2727103,-0.37153247,-0.58906865,0.31155002,-0.08872062,-0.13517922,0.30509287,-0.21403012
0.29178962,0.2727103,-0.37153247,-0.58906865,0.29966044,-0.08872062,-0.32172635,0.09141165,-0.21403012
0.15108445,0.24723232,-0.31382936,-0.58906865,-0.24643612,0.010782808,-0.34274176,0.47944257,0.2974975
0.15108445,0.31394115,-0.45381382,-0.58906865,-0.1359067,0.010782808,-0.13517922,0.27880213,0.48160756
0.37763816,0.2727103,-0.37153247,-0.7218874,0.0633153,-0.08872062,-0.13517922,0.30509287,-0.21403012
0.37490568,0.34901962,-0.18173185,-0.51238793,-0.3110485,-0.090690166,-0.6260729,-0.015527457,-0.22375819
0.48302633,0.2727103,-0.43088582,-0.50259423,0.0633153,0.0077228546,-0.13517922,0.6504253,0.014205217
0.18587959,0.34901962,-0.18173185,-0.51238793,-0.18497288,-0.090690166,-0.6260729,-0.015527457,-0.052529305
0.3696505,0.34901962,-0.18173185,-0.51238793,-0.42260122,-0.090690166,-0.49732298,-0.12768784,-0.052529305
0.22633457,0.13051763,-0.31382936,-0.58906865,-0.24643612,0.010782808,-0.13517922,0.27880213,0.48160756
0.18587959,0.14656687,-0.18173185,-0.70260525,-0.18497288,-0.090690166,-0.7203938,-0.095543265,-0.052529305
0.18587959,0.34901962,-0.18173185,-0.45924732,-0.18497288,-0.090690166,-0.49732298,-0.095543265,-0.052529305
0.29178962,0.2727103,-0.37153247,-0.58906865,0.0633153,-0.08872062,-0.13517922,0.30509287,-0.21403012
0.29178962,0.2727103,-0.37153247,-0.58906865,0.29966044,-0.08872062,-0.32172635,0.09141165,-0.19090772
0.15108445,0.24723232,-0.31382936,-0.47162595,-0.24643612,0.010782808,-0.34274176,0.27880213,0.38990787
0.15108445,0.17667794,-0.45381382,-0.58906865,-0.24643612,0.05107367,-0.13517922,0.27880213,0.48160756
0.29178962,0.3691121,-0.37153247,-0.5434478,0.0633153,-0.08872062,0.10118455,0.30509287,-0.21403012
0.18587959,0.34901962,-0.18173185,-0.51238793,-0.3110485,-0.090690166,-0.6260729,-0.15069196,-0.052529305
0.48302633,0.2727103,-0.37153247,-0.521949,0.0633153,0.0077228546,-0.13517922,0.6504253,0.0014489591
0.183296,0.34901962,-0.18173185,-0.51238793,-0.18497288,-0.090690166,-0.7850603,-0.015527457,-0.052529305
0.18587959,0.34901962,-0.18173185,-0.51238793,-0.42260122,-0.090690166,-0.49732298,-0.12768784,-0.052529305
0.15108445,0.13051763,-0.31382936,-0.58906865,-0.24643612,0.010782808,-0.13517922,0.27880213,0.48160756
0.18587959,0.34901962,-0.18173185,-0.70260525,-0.18497288,-0.090690166,-0.49732298,-0.095543265,-0.052529305
0.16340157,0.34901962,-0.18173185,-0.70260525,-0.18497288,-0.33904117,-0.49732298,-0.095543265,-0.052529305
0.29178962,0.2727103,-0.37153247,-0.58906865,0.0633153,-0.08872062,-0.13517922,0.30509287,-0.21403012
0.29178962,0.2727103,-0.37153247,-0.58906865,0.29966044,-0.08872062,-0.21619314,0.09141165,-0.0621638
0.15108445,0.24723232,-0.31382936,-0.58906865,-0.24643612,0.010782808,-0.34274176,0.27880213,0.3950491
0.15108445,0.17667794,-0.45381382,-0.58906865,-0.24643612,0.010782808,-0.13517922,0.2828353,0.48160756
0.29178962,0.2727103,-0.37153247,-0.5434478,0.0633153,-0.08872062,-0.19917953,0.30509287,-0.21403012
0.18587959,0.34901962,-0.18173185,-0.51238793,-0.3110485,-0.090690166,-0.6260729,-0.015527457,-0.052529305
0.48302633,0.49817488,-0.37153247,-0.50259423,0.0633153,0.0077228546,-0.13517922,0.6504253,0.0014489591
0.18587959,0.34901962,-0.32880554,-0.51238793,-0.18497288,-0.090690166,-0.6260729,-0.015527457,0.11831486
0.35287544,0.34901962,-0.18173185,-0.51238793,-0.42260122,-0.090690166,-0.49732298,-0.12768784,-0.052529305
0.15108445,0.13051763,-0.31382936,-0.58906865,-0.24643612,0.010782808,-0.13517922,0.27880213,0.48160756
0.18587959,0.34901962,-0.18173185,-0.70260525,-0.18497288,-0.090690166,-0.49732298,-0.095543265,-0.052529305
0.27071586,0.34901962,-0.18173185,-0.70260525,-0.18497288,-0.090690166,-0.49732298,-0.095543265,-0.052529305
0.29178962,0.2727103,-0.37153247,-0.58906865,0.0633153,-0.08872062,-0.13517922,0.30509287,-0.21403012
0.29178962,0.2727103,-0.37153247,-0.58906865,0.29966044,-0.08872062,-0.43359143,0.09141165,-0.21403012
0.15108445,0.24723232,-0.31382936,-0.58906865,-0.24643612,0.010782808,-0.34274176,0.27880213,0.39879292
0.15108445,0.17667794,-0.45381382,-0.58906865,-0.24643612,0.010782808,-0.13517922,0.27880213,0.48160756
0.29178962,0.2727103,-0.37153247,-0.5434478,0.14563677,-0.08872062,-0.13517922,0.34852493,-0.21403012
0.18587959,0.34901962,-0.18173185,-0.51238793,-0.3986754,-0.090690166,-0.6260729,-0.015527457,-0.052529305
0.48302633,0.2727103,-0.37153247,-0.50259423,0.0633153,0.0077228546,-0.13517922,0.6504253,0.0014489591
0.18587959,0.34901962,-0.18173185,-0.51238793,-0.18497288,-0.090690166,-0.6260729,-0.015527457,-0.052529305
0.18587959,0.34901962,-0.18173185,-0.51238793,-0.42260122,-0.090690166,-0.49732298,-0.12768784,-0.052529305
0.15108445,0.13051763,-0.31382936,-0.58906865,-0.24643612,0.010782808,-0.13517922,0.070957065,0.48160756
0.18587959,0.34901962,-0.18173185,-0.70260525,-0.18497288,-0.090690166,-0.49732298,-0.095543265,-0.02637276
0.18587959,0.34901962,-0.18173185,-0.70260525,-0.18497288,-0.090690166,-0.49732298,-0.095543265,-0.052529305
0.29178962,0.2727103,-0.37153247,-0.5688939,0.0633153,-0.08872062,-0.13517922,0.30509287,-0.21403012
0.29178962,0.2727103,-0.37153247,-0.58906865,0.1871826,-0.08872062,-0.32172635,0.09141165,-0.21403012
0.15108445,0.24723232,-0.31382936,-0.40683764,-0.24643612,0.010782808,-0.34274176,0.27880213,0.3950491
0.15108445,0.17667794,-0.45381382,-0.58906865,-0.24643612,0.010782808,-0.13517922,0.27880213,0.5152355
0.29178962,0.029790401,-0.37153247,-0.5434478,0.0633153,-0.08872062,-0.13517922,0.30509287,-0.21403012
0.18587959,0.34901962,-0.18173185,-0.51238793,-0.3110485,-0.090690166,-0.6260729,-0.015527457,-0.052529305
0.48302633,0.2727103,-0.37153247,-0.6797061,0.0633153,0.0077228546,-0.13517922,0.52810925,0.0014489591
0.18587959,0.34901962,-0.18173185,-0.3044523,-0.18497288,-0.090690166,-0.6260729,-0.015527457,-0.052529305
0.18587959,0.34901962,-0.18173185,-0.51238793,-0.42260122,-0.090690166,-0.49732298,-0.12768784,-0.052529305
0.15108445,0.13051763,-0.31382936,-0.58906865,-0.24643612,0.010782808,-0.13517922,0.27880213,0.48160756
